Number Start Coordinate Stop Coordinate Color/Hardness 
23634 : 52 261 53 261 0.9695221445 
23635 : 124 19 124 20 0.9695251759 
23636 : 150 239 151 240 0.9695260879 
23637 : 124 1 123 1 0.9695298136 
23638 : 105 20 105 19 0.9695344722 
23639 : 87 186 88 187 0.9695431472 
23640 : 85 38 84 37 0.9695445236 
23641 : 39 117 38 116 0.9695625296 
23642 : 69 186 68 187 0.9695626478 
23643 : 162 239 161 238 0.9695652174 
23644 : 159 204 159 205 0.9695835460 
23645 : 162 241 161 241 0.9695835460 
23646 : 155 244 154 244 0.9695835460 
23647 : 137 27 136 28 0.9695892511 
23648 : 93 234 92 233 0.9695987183 
23649 : 56 253 56 254 0.9696102244 
23650 : 186 62 187 62 0.9696149139 
23651 : 134 47 135 48 0.9696281424 
23652 : 147 84 146 84 0.9696336371 
23653 : 154 61 153 61 0.9696693715 
23654 : 171 44 171 45 0.9696822175 
23655 : 90 87 89 88 0.9696836776 
23656 : 109 115 109 114 0.9696952565 
23657 : 199 89 198 88 0.9696969697 
23658 : 148 230 149 230 0.9696969697 
23659 : 120 19 120 20 0.9697079630 
23660 : 69 265 70 264 0.9697151424 
23661 : 143 226 144 227 0.9697281831 
23662 : 3 28 3 29 0.9697297297 
23663 : 5 31 4 30 0.9697297297 
23664 : 7 35 8 34 0.9697297297 
23665 : 27 16 26 15 0.9697325889 
23666 : 26 18 27 18 0.9697325889 
23667 : 27 18 26 19 0.9697325889 
23668 : 153 41 153 42 0.9697452229 
23669 : 56 251 55 252 0.9697526258 
23670 : 156 202 157 203 0.9697622780 
23671 : 141 213 142 212 0.9697716077 
23672 : 149 230 150 229 0.9697716077 
23673 : 176 45 175 46 0.9697716924 
23674 : 97 111 98 112 0.9698254049 
23675 : 18 184 17 183 0.9698275862 
23676 : 157 208 158 207 0.9698275862 
23677 : 150 229 149 228 0.9698275862 
23678 : 150 231 150 232 0.9698456050 
23679 : 153 233 152 232 0.9698456050 
23680 : 90 45 91 45 0.9698838897 
23681 : 147 223 148 223 0.9698923339 
23682 : 54 253 55 252 0.9698929019 
23683 : 149 228 149 229 0.9698996656 
23684 : 156 226 157 226 0.9699015835 
23685 : 121 197 120 196 0.9699074074 
23686 : 88 210 89 210 0.9699105145 
23687 : 40 77 41 77 0.9699161000 
23688 : 49 272 49 273 0.9699248120 
23689 : 26 251 26 250 0.9699248120 
23690 : 106 59 107 59 0.9699290653 
23691 : 141 204 140 205 0.9699467199 
23692 : 109 99 108 100 0.9699490157 
23693 : 8 37 7 36 0.9699513988 
23694 : 148 223 147 222 0.9699570815 
23695 : 8 280 9 279 0.9699743470 
23696 : 30 242 30 241 0.9699796472 
23697 : 54 250 54 251 0.9699796472 
23698 : 54 251 55 252 0.9699796472 
23699 : 142 211 143 212 0.9699814986 
23700 : 198 62 197 62 0.9700000000 
23701 : 200 73 199 73 0.9700000000 
23702 : 37 91 38 90 0.9700000000 
23703 : 131 149 131 148 0.9700000000 
23704 : 105 180 106 180 0.9700000000 
23705 : 194 69 195 70 0.9700190149 
23706 : 68 41 68 40 0.9700223677 
23707 : 156 223 156 224 0.9700285530 
23708 : 70 262 70 263 0.9700416295 
23709 : 59 139 59 138 0.9700460829 
23710 : 68 40 67 41 0.9700510605 
23711 : 107 59 107 60 0.9700532751 
23712 : 122 60 121 59 0.9700669420 
23713 : 61 69 60 68 0.9700746225 
23714 : 93 121 94 122 0.9700757576 
23715 : 124 203 125 204 0.9700773021 
23716 : 115 217 114 216 0.9700910856 
23717 : 177 92 176 91 0.9700956938 
23718 : 169 26 170 25 0.9700993377 
23719 : 155 97 154 97 0.9701017223 
23720 : 127 12 126 11 0.9701103753 
23721 : 24 81 23 80 0.9701181843 
23722 : 44 154 45 154 0.9701193196 
23723 : 154 86 153 85 0.9701198130 
23724 : 64 49 64 48 0.9701201594 
23725 : 21 105 20 105 0.9701217532 
23726 : 106 108 105 107 0.9701388889 
23727 : 28 253 28 254 0.9701492537 
23728 : 28 254 29 254 0.9701492537 
23729 : 26 259 25 260 0.9701492537 
23730 : 194 64 193 64 0.9701492537 
23731 : 52 264 52 265 0.9701492537 
23732 : 70 263 70 264 0.9701514924 
23733 : 78 25 77 25 0.9701560801 
23734 : 134 62 133 63 0.9701584174 
23735 : 50 137 50 136 0.9701732673 
23736 : 171 96 170 95 0.9701791359 
23737 : 148 24 149 24 0.9701812272 
23738 : 62 81 61 80 0.9701834862 
23739 : 33 241 34 240 0.9702032860 
23740 : 125 204 126 205 0.9702144225 
23741 : 3 21 2 21 0.9702181128 
23742 : 74 60 75 59 0.9702380494 
23743 : 149 215 149 216 0.9702449449 
23744 : 43 170 42 169 0.9702508961 
23745 : 82 178 81 177 0.9702586207 
23746 : 20 272 20 271 0.9702598121 
23747 : 145 80 144 79 0.9702626459 
23748 : 8 31 9 32 0.9702631579 
23749 : 10 39 10 38 0.9702631579 
23750 : 154 97 155 98 0.9702713323 
23751 : 123 13 124 12 0.9702839458 
23752 : 30 253 29 254 0.9702874516 
23753 : 28 256 28 257 0.9702874516 
23754 : 121 59 122 58 0.9702921768 
23755 : 75 247 74 246 0.9702959445 
23756 : 191 64 192 64 0.9702970297 
23757 : 40 69 39 70 0.9703075985 
23758 : 28 106 29 107 0.9703125000 
23759 : 136 11 137 11 0.9703455653 
23760 : 43 261 43 260 0.9703654189 
23761 : 116 204 115 204 0.9703701897 
23762 : 40 246 40 247 0.9703703704 
23763 : 40 247 41 246 0.9703703704 
23764 : 29 261 29 260 0.9703703704 
23765 : 30 263 31 262 0.9703703704 
23766 : 27 265 28 264 0.9703703704 
23767 : 26 186 26 187 0.9703703704 
23768 : 45 68 46 67 0.9703839303 
23769 : 2 21 1 21 0.9703878092 
23770 : 146 84 146 83 0.9703947368 
23771 : 135 259 136 258 0.9704109670 
23772 : 99 42 98 41 0.9704126794 
23773 : 48 174 49 175 0.9704138572 
23774 : 71 227 70 227 0.9704223795 
23775 : 43 238 43 239 0.9704236172 
23776 : 43 239 43 240 0.9704236172 
23777 : 39 242 39 243 0.9704236172 
23778 : 39 243 39 244 0.9704236172 
23779 : 41 246 41 247 0.9704236172 
23780 : 31 262 32 261 0.9704236172 
23781 : 30 265 29 264 0.9704236172 
23782 : 33 277 33 278 0.9704236172 
23783 : 125 141 125 142 0.9704301075 
23784 : 124 60 125 60 0.9704301075 
23785 : 154 76 154 77 0.9704340583 
23786 : 133 38 132 37 0.9704346770 
23787 : 175 71 176 71 0.9704425540 
23788 : 85 48 85 47 0.9704485952 
23789 : 125 200 126 199 0.9704545455 
23790 : 160 275 160 276 0.9704545455 
23791 : 42 229 41 228 0.9704793028 
23792 : 117 7 118 8 0.9705022360 
23793 : 57 239 57 238 0.9705065359 
23794 : 6 19 5 20 0.9705228982 
23795 : 127 174 128 175 0.9705265323 
23796 : 69 190 68 189 0.9705721679 
23797 : 32 265 31 264 0.9705833928 
23798 : 32 267 31 266 0.9705833928 
23799 : 85 60 84 59 0.9705876236 
23800 : 136 152 135 151 0.9705882353 
23801 : 109 178 110 178 0.9705882353 
23802 : 65 231 65 230 0.9705882353 
23803 : 53 240 54 239 0.9705882353 
23804 : 127 23 128 24 0.9705923833 
23805 : 114 59 113 58 0.9705938715 
23806 : 145 7 145 6 0.9705988456 
23807 : 68 200 68 201 0.9706218208 
23808 : 84 37 85 36 0.9706402760 
23809 : 50 237 51 238 0.9706407137 
23810 : 51 238 51 239 0.9706407137 
23811 : 51 239 51 240 0.9706407137 
23812 : 51 240 52 241 0.9706407137 
23813 : 96 60 95 61 0.9706411562 
23814 : 79 30 78 30 0.9706465978 
23815 : 169 202 169 203 0.9706472552 
23816 : 140 153 139 153 0.9706599713 
23817 : 191 44 192 45 0.9706735692 
23818 : 125 142 124 141 0.9706735692 
23819 : 91 76 91 77 0.9706945818 
23820 : 135 223 134 222 0.9706991439 
23821 : 163 278 164 278 0.9706991439 
23822 : 126 199 126 200 0.9707207207 
23823 : 83 61 82 61 0.9707222040 
23824 : 65 230 64 230 0.9707224131 
23825 : 28 277 27 278 0.9707224131 
23826 : 121 65 120 64 0.9707260745 
23827 : 95 93 95 94 0.9707317073 
23828 : 139 153 140 152 0.9707317073 
23829 : 187 190 186 189 0.9707317073 
23830 : 100 63 101 64 0.9707404047 
23831 : 136 258 137 258 0.9707446809 
23832 : 123 23 124 22 0.9707487010 
23833 : 16 104 17 105 0.9707488902 
23834 : 143 240 142 239 0.9707505631 
23835 : 122 25 121 26 0.9707577384 
23836 : 105 137 105 136 0.9707602339 
23837 : 49 189 50 188 0.9707697246 
23838 : 104 55 104 56 0.9707902210 
23839 : 129 176 130 175 0.9707914192 
23840 : 174 233 173 233 0.9707914192 
23841 : 32 115 33 116 0.9707973775 
23842 : 28 267 28 266 0.9707981830 
23843 : 119 265 120 264 0.9708029197 
23844 : 58 233 58 234 0.9708029197 
23845 : 59 233 58 234 0.9708029197 
23846 : 58 234 59 234 0.9708029197 
23847 : 59 234 58 235 0.9708029197 
23848 : 27 278 26 278 0.9708029197 
23849 : 121 144 120 145 0.9708212840 
23850 : 131 211 132 212 0.9708306399 
23851 : 25 279 26 278 0.9708546462 
23852 : 28 280 27 279 0.9708546462 
23853 : 125 187 126 187 0.9708614865 
23854 : 173 233 174 234 0.9708614865 
23855 : 145 6 144 5 0.9708639036 
23856 : 85 62 86 62 0.9708890940 
23857 : 12 30 11 31 0.9709040959 
23858 : 11 31 10 32 0.9709040959 
23859 : 13 42 13 41 0.9709040959 
23860 : 124 5 125 5 0.9709044908 
23861 : 28 183 28 184 0.9709087062 
23862 : 167 280 167 279 0.9709090909 
23863 : 94 31 93 31 0.9709091950 
23864 : 111 32 111 31 0.9709213524 
23865 : 169 277 168 277 0.9709220852 
23866 : 131 96 132 95 0.9709524742 
23867 : 172 236 173 237 0.9709609610 
23868 : 99 61 99 62 0.9709695106 
23869 : 106 83 105 83 0.9709798332 
23870 : 171 197 171 196 0.9709821429 
23871 : 197 44 196 45 0.9709830131 
23872 : 67 226 66 227 0.9710144928 
23873 : 61 230 60 231 0.9710144928 
23874 : 197 192 196 191 0.9710144928 
23875 : 193 30 193 29 0.9710234703 
23876 : 178 63 177 63 0.9710327411 
23877 : 145 275 144 276 0.9710343852 
23878 : 69 225 69 224 0.9710654834 
23879 : 120 62 120 63 0.9710831587 
23880 : 97 33 96 34 0.9710850937 
23881 : 132 177 131 177 0.9710901226 
23882 : 30 72 31 73 0.9710926911 
23883 : 73 39 72 39 0.9711051533 
23884 : 164 202 164 203 0.9711204172 
23885 : 171 243 171 244 0.9711204172 
23886 : 120 1 121 1 0.9711280590 
23887 : 41 213 41 212 0.9711448233 
23888 : 135 5 136 5 0.9711522450 
23889 : 137 108 138 109 0.9711538462 
23890 : 79 62 78 61 0.9711655442 
23891 : 10 96 11 95 0.9711666667 
23892 : 139 227 139 228 0.9711672024 
23893 : 128 191 127 191 0.9711799410 
23894 : 171 245 171 244 0.9711799410 
23895 : 134 115 135 114 0.9711896220 
23896 : 120 206 119 205 0.9711962834 
23897 : 113 55 112 54 0.9711975408 
23898 : 129 124 129 125 0.9711979270 
23899 : 200 37 199 36 0.9712041885 
23900 : 159 41 160 40 0.9712121212 
23901 : 188 23 187 23 0.9712143004 
23902 : 149 245 148 244 0.9712181403 
23903 : 171 248 170 247 0.9712181403 
23904 : 12 127 11 126 0.9712230216 
23905 : 116 22 117 23 0.9712330213 
23906 : 73 159 72 159 0.9712389381 
23907 : 92 258 91 257 0.9712436431 
23908 : 148 34 148 35 0.9712474120 
23909 : 199 106 198 105 0.9712643678 
23910 : 68 201 69 200 0.9712643678 
23911 : 131 203 130 202 0.9712677435 
23912 : 71 30 71 29 0.9712732919 
23913 : 13 30 13 31 0.9712755599 
23914 : 170 231 170 232 0.9712828451 
23915 : 168 220 168 219 0.9712945480 
23916 : 164 207 165 208 0.9713071615 
23917 : 67 264 66 263 0.9713114754 
23918 : 63 269 63 268 0.9713114754 
23919 : 92 90 92 89 0.9713135199 
23920 : 113 185 112 185 0.9713141026 
23921 : 174 58 173 58 0.9713246269 
23922 : 169 70 170 69 0.9713302752 
23923 : 18 108 17 107 0.9713405239 
23924 : 127 128 128 127 0.9713464696 
23925 : 11 17 11 18 0.9713556486 
23926 : 11 18 12 17 0.9713556486 
23927 : 11 20 12 21 0.9713556486 
23928 : 128 127 128 128 0.9713628900 
23929 : 139 222 139 221 0.9713941934 
23930 : 126 1 127 1 0.9713957426 
23931 : 182 53 181 53 0.9714027199 
23932 : 132 99 133 100 0.9714283787 
23933 : 12 210 11 209 0.9714285714 
23934 : 133 202 134 201 0.9714332638 
23935 : 160 256 160 257 0.9714332638 
23936 : 160 257 159 256 0.9714332638 
23937 : 13 14 12 15 0.9714378449 
23938 : 40 103 41 102 0.9714435959 
23939 : 164 49 165 48 0.9714477995 
23940 : 71 29 70 30 0.9714482148 
23941 : 33 79 32 80 0.9714524606 
23942 : 75 35 75 34 0.9714533540 
23943 : 165 249 164 248 0.9714708042 
23944 : 186 4 187 4 0.9714781366 
23945 : 157 80 157 81 0.9714800058 
23946 : 155 249 156 249 0.9714912281 
23947 : 158 252 159 252 0.9714912281 
23948 : 119 147 118 146 0.9715025907 
23949 : 90 275 91 276 0.9715131336 
23950 : 182 56 183 56 0.9715152491 
23951 : 92 277 91 276 0.9715166909 
23952 : 113 125 114 124 0.9715189873 
23953 : 164 253 164 252 0.9715458937 
23954 : 160 202 159 201 0.9715582625 
23955 : 136 209 136 210 0.9715582625 
23956 : 164 248 164 249 0.9715582625 
23957 : 156 249 156 250 0.9715582625 
23958 : 174 28 175 28 0.9715725806 
23959 : 147 15 148 15 0.9715844173 
23960 : 106 37 105 37 0.9715850816 
23961 : 63 46 63 47 0.9715909091 
23962 : 49 169 48 168 0.9715924426 
23963 : 148 237 149 238 0.9715954798 
23964 : 163 251 164 250 0.9715954798 
23965 : 151 240 151 241 0.9716157205 
23966 : 80 206 81 206 0.9716185017 
23967 : 167 245 167 246 0.9716285210 
23968 : 167 246 168 246 0.9716285210 
23969 : 25 173 25 174 0.9716312057 
23970 : 79 219 79 218 0.9716312057 
23971 : 196 63 195 62 0.9716346154 
23972 : 135 81 136 82 0.9716363916 
23973 : 177 71 176 71 0.9716465459 
23974 : 129 145 128 145 0.9716494845 
23975 : 131 65 132 65 0.9716601426 
23976 : 99 58 98 58 0.9716740411 
23977 : 183 8 182 8 0.9716800805 
23978 : 149 235 150 236 0.9716821720 
23979 : 158 245 157 245 0.9716821720 
23980 : 163 261 163 260 0.9716859717 
23981 : 173 18 172 19 0.9716981132 
23982 : 15 17 16 18 0.9717157579 
23983 : 65 195 65 196 0.9717174960 
23984 : 138 211 139 212 0.9717190704 
23985 : 125 16 126 16 0.9717270492 
23986 : 135 48 135 47 0.9717302184 
23987 : 161 214 160 214 0.9717391304 
23988 : 178 257 177 258 0.9717391304 
23989 : 170 69 170 70 0.9717421576 
23990 : 159 80 160 80 0.9717534703 
23991 : 68 13 69 13 0.9717585735 
23992 : 56 79 57 79 0.9717603363 
23993 : 51 59 52 60 0.9717657343 
23994 : 135 57 136 57 0.9717664709 
23995 : 38 116 39 116 0.9717728270 
23996 : 113 268 112 267 0.9717741935 
23997 : 137 113 138 113 0.9717824311 
23998 : 52 28 52 27 0.9717937084 
23999 : 131 145 132 146 0.9717948718 
24000 : 157 203 157 204 0.9718050066 
24001 : 153 237 154 238 0.9718050066 
24002 : 125 67 124 68 0.9718155278 
24003 : 112 51 111 51 0.9718268557 
24004 : 17 26 18 27 0.9718354430 
24005 : 65 46 66 47 0.9718392620 
24006 : 142 38 141 39 0.9718448068 
24007 : 68 101 68 100 0.9718668237 
24008 : 120 72 120 73 0.9718747152 
24009 : 125 30 124 30 0.9718786533 
24010 : 180 7 181 8 0.9718791846 
24011 : 76 25 77 25 0.9718791846 
24012 : 77 25 76 26 0.9718791846 
24013 : 101 167 100 167 0.9718829315 
24014 : 58 10 59 11 0.9718858182 
24015 : 147 227 146 227 0.9718890555 
24016 : 173 39 172 39 0.9718904922 
24017 : 103 189 102 188 0.9718942025 
24018 : 119 196 120 196 0.9718968014 
24019 : 118 12 119 13 0.9719087661 
24020 : 68 195 67 195 0.9719101124 
24021 : 63 181 63 182 0.9719242242 
24022 : 64 48 63 47 0.9719503806 
24023 : 117 183 118 183 0.9719626168 
24024 : 192 202 191 201 0.9719626168 
24025 : 88 274 88 275 0.9719626168 
24026 : 80 275 81 276 0.9719626168 
24027 : 97 51 98 51 0.9719836771 
24028 : 120 35 119 34 0.9719894873 
24029 : 21 12 22 12 0.9719907407 
24030 : 60 67 61 67 0.9719964221 
24031 : 195 70 194 69 0.9720259591 
24032 : 157 219 156 218 0.9720475063 
24033 : 108 126 108 127 0.9720496894 
24034 : 140 211 139 212 0.9720535313 
24035 : 61 179 60 178 0.9720668221 
24036 : 181 53 180 52 0.9720812183 
24037 : 156 210 156 211 0.9720834721 
24038 : 140 262 139 261 0.9720879003 
24039 : 120 196 121 195 0.9720930233 
24040 : 58 189 58 190 0.9720973783 
24041 : 145 213 146 214 0.9721030043 
24042 : 164 264 164 263 0.9721030043 
24043 : 31 75 32 74 0.9721237332 
24044 : 24 222 24 223 0.9721269841 
24045 : 24 223 24 224 0.9721269841 
24046 : 47 75 46 74 0.9721281625 
24047 : 37 108 38 107 0.9721396339 
24048 : 153 199 153 200 0.9721444569 
24049 : 44 207 43 207 0.9721493784 
24050 : 118 183 118 184 0.9721576227 
24051 : 103 39 102 39 0.9721768298 
24052 : 192 64 192 63 0.9721786013 
24053 : 60 262 59 263 0.9721848793 
24054 : 17 251 18 250 0.9722222222 
24055 : 21 15 20 16 0.9722222222 
24056 : 188 38 188 39 0.9722222222 
24057 : 123 202 124 202 0.9722430608 
24058 : 150 22 151 22 0.9722449964 
24059 : 25 216 25 217 0.9722504445 
24060 : 134 83 133 82 0.9722583481 
24061 : 138 110 139 111 0.9722682627 
24062 : 130 7 131 6 0.9722740117 
24063 : 144 79 144 80 0.9722800808 
24064 : 20 109 20 108 0.9722827632 
24065 : 126 6 126 7 0.9722960755 
24066 : 121 195 122 195 0.9722968937 
24067 : 134 147 133 148 0.9722983605 
24068 : 131 148 132 149 0.9722983605 
24069 : 49 84 50 83 0.9723113739 
24070 : 24 219 24 220 0.9723129121 
24071 : 15 254 16 253 0.9723129121 
24072 : 14 257 14 258 0.9723129121 
24073 : 147 20 148 19 0.9723324751 
24074 : 19 247 19 248 0.9723472066 
24075 : 101 64 100 64 0.9723609089 
24076 : 199 65 199 64 0.9723618090 
24077 : 131 20 131 21 0.9723645779 
24078 : 49 183 48 182 0.9723756906 
24079 : 95 25 96 26 0.9723763871 
24080 : 126 76 125 75 0.9723873960 
24081 : 24 16 23 17 0.9724094776 
24082 : 120 188 119 189 0.9724136473 
24083 : 42 76 43 76 0.9724191512 
24084 : 147 75 146 75 0.9724339898 
24085 : 134 20 135 19 0.9724342499 
24086 : 119 25 119 24 0.9724369194 
24087 : 132 149 133 148 0.9724371859 
24088 : 106 185 107 184 0.9724371859 
24089 : 112 260 111 259 0.9724409449 
24090 : 114 265 113 264 0.9724409449 
24091 : 78 214 78 213 0.9724600457 
24092 : 66 62 65 63 0.9724662517 
24093 : 84 252 84 253 0.9724770642 
24094 : 187 210 186 209 0.9724770642 
24095 : 106 34 105 34 0.9724827000 
24096 : 49 163 50 163 0.9724837352 
24097 : 142 84 141 83 0.9724963253 
24098 : 45 151 44 150 0.9725000000 
24099 : 176 71 175 70 0.9725080597 
24100 : 115 204 114 203 0.9725118128 
24101 : 34 88 33 87 0.9725132466 
24102 : 96 26 97 26 0.9725294377 
24103 : 98 26 97 26 0.9725294377 
24104 : 119 24 118 23 0.9725318847 
24105 : 172 203 173 203 0.9725399020 
24106 : 94 59 94 60 0.9725575451 
24107 : 94 80 94 79 0.9725611243 
24108 : 106 180 105 179 0.9725746269 
24109 : 186 71 185 71 0.9725838066 
24110 : 189 40 188 39 0.9726025341 
24111 : 195 10 194 10 0.9726027397 
24112 : 116 249 117 250 0.9726027397 
24113 : 160 276 159 275 0.9726027397 
24114 : 95 61 94 60 0.9726164388 
24115 : 106 25 107 26 0.9726224946 
24116 : 66 157 67 156 0.9726230192 
24117 : 108 62 107 62 0.9726368159 
24118 : 190 64 189 64 0.9726368159 
24119 : 150 4 151 4 0.9726410566 
24120 : 83 192 82 192 0.9726449275 
24121 : 19 251 18 250 0.9726562500 
24122 : 194 13 193 13 0.9726693494 
24123 : 118 23 117 23 0.9726707222 
24124 : 155 79 156 78 0.9726707388 
24125 : 28 13 29 14 0.9726711725 
24126 : 127 206 126 205 0.9726753840 
24127 : 183 173 182 172 0.9726775956 
24128 : 138 36 137 35 0.9726909534 
24129 : 101 23 102 23 0.9727145272 
24130 : 117 23 118 24 0.9727168275 
24131 : 16 196 15 195 0.9727272727 
24132 : 132 269 131 268 0.9727272727 
24133 : 119 5 118 5 0.9727319395 
24134 : 48 155 49 155 0.9727586207 
24135 : 135 114 135 115 0.9727832512 
24136 : 122 180 123 179 0.9727852853 
24137 : 7 40 7 39 0.9727878563 
24138 : 78 213 78 212 0.9727891156 
24139 : 106 10 105 9 0.9727987080 
24140 : 90 57 89 57 0.9728184397 
24141 : 99 62 99 63 0.9728382853 
24142 : 79 153 79 154 0.9728506787 
24143 : 79 154 78 153 0.9728506787 
24144 : 126 200 127 201 0.9728506787 
24145 : 193 221 192 220 0.9728506787 
24146 : 116 269 116 268 0.9728682171 
24147 : 39 74 40 74 0.9728773585 
24148 : 16 54 16 53 0.9728915663 
24149 : 133 15 133 16 0.9728925354 
24150 : 189 69 188 69 0.9729064039 
24151 : 160 78 161 79 0.9729115340 
24152 : 11 270 11 271 0.9729230769 
24153 : 79 192 79 191 0.9729390681 
24154 : 127 201 126 201 0.9729412964 
24155 : 196 228 195 227 0.9729729730 
24156 : 192 263 193 263 0.9729729730 
24157 : 187 264 188 264 0.9729729730 
24158 : 198 266 197 266 0.9729729730 
24159 : 184 268 183 268 0.9729729730 
24160 : 197 268 198 268 0.9729729730 
24161 : 198 268 199 267 0.9729729730 
24162 : 194 269 195 268 0.9729729730 
24163 : 192 270 191 271 0.9729729730 
24164 : 190 272 190 273 0.9729729730 
24165 : 191 272 190 273 0.9729729730 
24166 : 194 272 194 273 0.9729729730 
24167 : 195 272 194 273 0.9729729730 
24168 : 196 272 195 273 0.9729729730 
24169 : 198 272 199 272 0.9729729730 
24170 : 199 272 200 272 0.9729729730 
24171 : 200 272 199 273 0.9729729730 
24172 : 184 273 185 272 0.9729729730 
24173 : 190 273 189 273 0.9729729730 
24174 : 192 273 191 273 0.9729729730 
24175 : 194 273 195 273 0.9729729730 
24176 : 113 215 114 214 0.9729729730 
24177 : 157 167 157 166 0.9729765805 
24178 : 174 234 175 234 0.9729927155 
24179 : 175 234 174 235 0.9729927155 
24180 : 126 118 126 119 0.9729965157 
24181 : 13 103 14 104 0.9730136986 
24182 : 135 30 134 29 0.9730159713 
24183 : 188 69 187 68 0.9730392157 
24184 : 60 176 59 177 0.9730392157 
24185 : 126 195 127 196 0.9730436715 
24186 : 103 133 103 132 0.9730538922 
24187 : 96 213 95 214 0.9730636677 
24188 : 57 263 57 262 0.9730769231 
24189 : 134 29 134 28 0.9730830399 
24190 : 200 261 199 262 0.9730941704 
24191 : 184 265 183 266 0.9730941704 
24192 : 183 266 184 266 0.9730941704 
24193 : 200 266 199 267 0.9730941704 
24194 : 180 267 179 267 0.9730941704 
24195 : 160 268 160 267 0.9730941704 
24196 : 168 277 167 277 0.9730941704 
24197 : 139 67 139 66 0.9731076514 
24198 : 141 154 142 155 0.9731109517 
24199 : 110 178 111 179 0.9731109517 
24200 : 132 212 133 212 0.9731137387 
24201 : 173 237 172 238 0.9731137387 
24202 : 165 275 164 275 0.9731137387 
24203 : 20 108 21 109 0.9731219904 
24204 : 148 60 147 59 0.9731490436 
24205 : 136 65 135 65 0.9731534571 
24206 : 160 267 159 268 0.9731542281 
24207 : 104 9 105 9 0.9731543624 
24208 : 151 162 150 161 0.9731574920 
24209 : 158 32 159 31 0.9731617647 
24210 : 172 238 172 237 0.9731642377 
24211 : 45 75 46 74 0.9731696246 
24212 : 53 167 52 166 0.9731707317 
24213 : 172 234 171 234 0.9731724485 
24214 : 173 277 174 278 0.9731724485 
24215 : 120 63 120 64 0.9731736355 
24216 : 94 11 94 12 0.9731791889 
24217 : 26 189 26 188 0.9731929866 
24218 : 167 49 166 48 0.9731969259 
24219 : 113 58 113 59 0.9732036852 
24220 : 24 106 23 107 0.9732101783 
24221 : 172 237 171 237 0.9732132132 
24222 : 140 229 141 229 0.9732142857 
24223 : 76 158 76 157 0.9732142857 
24224 : 149 161 150 161 0.9732417713 
24225 : 26 112 27 112 0.9732505613 
24226 : 150 84 151 85 0.9732529347 
24227 : 75 34 74 34 0.9732649443 
24228 : 170 271 169 271 0.9732837302 
24229 : 159 31 158 30 0.9732875671 
24230 : 172 241 172 240 0.9732918759 
24231 : 183 69 182 69 0.9733009709 
24232 : 172 251 172 250 0.9733025120 
24233 : 163 268 162 268 0.9733025120 
24234 : 54 257 55 256 0.9733086681 
24235 : 95 94 94 94 0.9733091221 
24236 : 126 122 126 121 0.9733167966 
24237 : 166 65 167 64 0.9733208345 
24238 : 171 244 172 243 0.9733333333 
24239 : 8 34 8 35 0.9733333333 
24240 : 7 50 6 49 0.9733333333 
24241 : 111 179 111 178 0.9733356899 
24242 : 9 277 9 278 0.9733357194 
24243 : 60 61 59 61 0.9733441292 
24244 : 40 89 39 89 0.9733502538 
24245 : 126 121 126 120 0.9733511586 
24246 : 164 203 165 202 0.9733525601 
24247 : 151 249 152 248 0.9733525601 
24248 : 119 14 119 13 0.9733549639 
24249 : 198 26 199 25 0.9733841685 
24250 : 170 228 171 229 0.9733888811 
24251 : 171 237 170 236 0.9733888811 
24252 : 172 240 173 240 0.9733888811 
24253 : 57 249 56 249 0.9733981032 
24254 : 165 208 164 209 0.9734021632 
24255 : 169 241 170 241 0.9734021632 
24256 : 148 243 148 242 0.9734021632 
24257 : 192 45 191 46 0.9734042553 
24258 : 194 178 193 177 0.9734042553 
24259 : 130 181 131 182 0.9734102448 
24260 : 170 250 170 249 0.9734102448 
24261 : 169 267 170 267 0.9734102448 
24262 : 57 164 58 164 0.9734299517 
24263 : 66 279 66 278 0.9734513274 
24264 : 166 213 165 212 0.9734703867 
24265 : 152 248 152 249 0.9734703867 
24266 : 152 249 151 248 0.9734703867 
24267 : 125 12 124 12 0.9734871326 
24268 : 154 22 153 22 0.9734882730 
24269 : 127 142 127 141 0.9734886863 
24270 : 70 201 69 200 0.9735080674 
24271 : 130 190 129 189 0.9735098047 
24272 : 165 212 166 212 0.9735098047 
24273 : 124 12 125 11 0.9735099338 
24274 : 119 13 118 13 0.9735099338 
24275 : 199 42 200 43 0.9735144312 
24276 : 108 41 107 40 0.9735151407 
24277 : 148 242 149 243 0.9735275689 
24278 : 117 15 118 14 0.9735280779 
24279 : 61 67 60 68 0.9735412787 
24280 : 156 78 157 77 0.9735476690 
24281 : 115 173 116 173 0.9735576923 
24282 : 196 45 197 45 0.9735722284 
24283 : 146 75 147 76 0.9735774724 
24284 : 41 102 42 101 0.9735774948 
24285 : 42 64 41 63 0.9735809179 
24286 : 53 17 54 17 0.9735813100 
24287 : 63 47 62 48 0.9735845295 
24288 : 107 40 106 39 0.9735848195 
24289 : 134 207 133 207 0.9735871759 
24290 : 146 235 147 236 0.9735871759 
24291 : 166 240 165 240 0.9735871759 
24292 : 163 255 163 256 0.9735871759 
24293 : 10 38 10 37 0.9735964912 
24294 : 26 249 25 248 0.9735987697 
24295 : 55 249 56 249 0.9735987697 
24296 : 56 249 56 250 0.9735987697 
24297 : 40 273 40 272 0.9735987697 
24298 : 58 52 58 53 0.9736020009 
